X,Y,Z,T0,t0
3.956906540512996798e+03,8.624652607844595877e+02,2.582722392879264195e-01,3.689381206493053014e+03,8.831421989080964750e+02
8.455748327251105366e+03,8.400000000000000000e+02,2.598833639441632259e-01,8.825405435369659244e+03,8.437251774786041096e+02
5.293600884305642467e+03,8.545435857868233143e+02,2.464902447806436303e-01,3.203597591991349873e+03,9.072495735089401023e+02
