substrate,T_cell,T_sub,time,wavelength,"measurement (t,r,p)",r_background,mW,step
126,830,0,1437.699117,689,2,0.00564,0.290707407,2
126,830,0,1437.699117,689,3,0.00564,0.148203704,2
126,830,0,1454.016686,781,1,0.005136875,1.2347,2
126,830,0,1454.016686,781,2,0.005136875,0.089636667,2
126,830,0,1454.016686,781,3,0.005136875,0.251196667,2
126,830,0,1470.319396,817,1,0.00494,0.4203,2
126,830,0,1470.319396,817,2,0.00494,0.025487333,2
126,830,0,1470.319396,817,3,0.00494,0.13168,2
126,830,0,1503.079399,443,1,0.0087,0.289443333,2
126,830,0,1503.079399,443,2,0.0087,0.223496667,2
126,830,0,1503.079399,443,3,0.0087,0.377,2
126,830,0,1519.36139,514,1,0.007228148,0.495766667,2
126,830,0,1519.36139,514,2,0.007228148,0.16756,2
126,830,0,1519.36139,514,3,0.007228148,0.06707,2
126,830,0,1535.669143,689,1,0.00564,1.371633333,2
126,830,0,1535.669143,689,2,0.00564,0.301233333,2
126,830,0,1535.669143,689,3,0.00564,0.15001,2
126,830,0,1551.994348,781,1,0.005136875,1.209333333,2
126,830,0,1551.994348,781,2,0.005136875,0.09008,2
126,830,0,1551.994348,781,3,0.005136875,0.24736,2
126,830,0,1568.273849,817,1,0.00494,0.409866667,2
126,830,0,1568.273849,817,2,0.00494,0.025511333,2
126,830,0,1568.273849,817,3,0.00494,0.12098,2
126,830,0,1601.072964,443,1,0.0087,0.284916667,2
126,830,0,1601.072964,443,2,0.0087,0.226606667,2
126,830,0,1601.072964,443,3,0.0087,0.377,2
126,830,0,1617.394391,514,1,0.00722,0.5105,2
126,830,0,1617.394391,514,2,0.00722,0.179186667,2
126,830,0,1617.394391,514,3,0.00722,0.071156667,2
126,830,0,1633.733557,689,1,0.00564,1.3608,2
126,830,0,1633.733557,689,2,0.00564,0.3054,2
126,830,0,1633.733557,689,3,0.00564,0.152683333,2
126,830,0,1650.049466,781,1,0.005134821,1.230066667,2
126,830,0,1650.049466,781,2,0.005134821,0.094203333,2
126,830,0,1650.049466,781,3,0.005134821,0.250723333,2
126,830,0,1666.382774,817,1,0.004937143,0.404666667,2
126,830,0,1666.382774,817,2,0.004937143,0.025923667,2
126,830,0,1666.382774,817,3,0.004937143,0.123973333,2
126,830,0,1699.256725,443,1,0.00869,0.280506667,2
126,830,0,1699.256725,443,2,0.00869,0.22874,2
126,830,0,1699.256725,443,3,0.00869,0.3779,2
126,830,0,1715.556756,514,1,0.00722,0.5042,2
126,830,0,1715.556756,514,2,0.00722,0.180553333,2
126,830,0,1715.556756,514,3,0.00722,0.070803333,2
126,830,0,1731.864831,689,1,0.00564,1.312166667,2
126,830,0,1731.864831,689,2,0.00564,0.2944,2
126,830,0,1731.864831,689,3,0.00564,0.141393333,2
126,830,0,1748.145742,781,1,0.005129688,1.078533333,2
126,830,0,1748.145742,781,2,0.005129688,0.084343333,2
126,830,0,1748.145742,781,3,0.005129688,0.231666667,2
126,830,0,1764.425099,817,1,0.00493,0.389866667,2
126,830,0,1764.425099,817,2,0.00493,0.025713333,2
126,830,0,1764.425099,817,3,0.00493,0.122126667,2
126,830,0,1796.99459,443,1,0.00869,0.276873333,2
126,830,0,1796.99459,443,2,0.00869,0.231786667,2
126,830,0,1796.99459,443,3,0.00869,0.378,2
126,830,0,1813.28624,514,1,0.00722,0.481,2
126,830,0,1813.28624,514,2,0.00722,0.175553333,2
126,830,0,1813.28624,514,3,0.00722,0.067036667,2
126,830,0,1829.560177,689,1,0.00564,1.327333333,2
126,830,0,1829.560177,689,2,0.00564,0.3134,2
126,830,0,1829.560177,689,3,0.00564,0.149333333,2
126,830,0,1845.841948,781,1,0.005136875,1.073233333,2
126,830,0,1845.841948,781,2,0.005136875,0.086066667,2
126,830,0,1845.841948,781,3,0.005136875,0.230866667,2
126,830,0,1862.137795,817,1,0.00494,0.3897,2
126,830,0,1862.137795,817,2,0.00494,0.0261,2
126,830,0,1862.137795,817,3,0.00494,0.120163333,2
126,830,0,1894.745158,443,1,0.0087,0.273446667,2
126,830,0,1894.745158,443,2,0.0087,0.234506667,2
126,830,0,1894.745158,443,3,0.0087,0.378366667,2
126,830,0,1910.994768,514,1,0.00723,0.493633333,2
126,830,0,1910.994768,514,2,0.00723,0.185546667,2
126,830,0,1910.994768,514,3,0.00723,0.07069,2
126,830,0,1927.264007,689,1,0.00564,1.254833333,2
126,830,0,1927.264007,689,2,0.00564,0.297233333,2
126,830,0,1927.264007,689,3,0.00564,0.137846667,2
126,830,0,1943.556031,781,1,0.005136875,1.047366667,2
126,830,0,1943.556031,781,2,0.005136875,0.08534,2
126,830,0,1943.556031,781,3,0.005136875,0.226033333,2
126,830,0,1959.829387,817,1,0.00494,0.405966667,2
126,830,0,1959.829387,817,2,0.00494,0.027508333,2
126,830,0,1959.829387,817,3,0.00494,0.118503333,2
126,830,0,1992.422085,443,1,0.0087,0.268653333,2
126,830,0,1992.422085,443,2,0.0087,0.236706667,2
126,830,0,1992.422085,443,3,0.0087,0.378,2
126,830,0,2008.694746,514,1,0.00723,0.495,2
126,830,0,2008.694746,514,2,0.00723,0.191106667,2
126,830,0,2008.694746,514,3,0.00723,0.072056667,2
126,830,0,2024.961592,689,1,0.00564,1.259733333,2
126,830,0,2024.961592,689,2,0.00564,0.303266667,2
126,830,0,2024.961592,689,3,0.00564,0.137373333,2
126,830,0,2041.211358,781,1,0.005136875,1.011933333,2
126,830,0,2041.211358,781,2,0.005136875,0.085253333,2
126,830,0,2041.211358,781,3,0.005136875,0.219933333,2
126,830,0,2057.555722,817,1,0.00494,0.3984,2
126,830,0,2057.555722,817,2,0.00494,0.027677667,2
